time,filtered_emg,gesture
57.088,90,Hand is Moving
57.189,81,Hand is Moving
57.289,79,Hand is Moving
57.39,74,Hand is Moving
57.49,63,Hand is Moving
57.59,55,Hand is Moving
57.691,47,Hand is Moving
57.792,43,Hand is Moving
57.892,35,Hand is at Rest
57.993,38,Hand is Moving
58.093,41,Hand is Moving
58.193,50,Hand is Moving
58.294,61,Hand is Moving
58.395,71,Hand is Moving
58.496,77,Hand is Moving
58.596,88,Hand is Moving
58.696,98,Hand is Moving
58.797,99,Hand is Moving
58.897,99,Hand is Moving
58.998,105,Hand is Moving
59.099,110,Hand is Moving
59.199,107,Hand is Moving
59.299,110,Hand is Moving
59.4,112,Hand is Moving
59.5,116,Hand is Moving
59.6,114,Hand is Moving
59.702,110,Hand is Moving
59.802,115,Hand is Moving
59.902,123,Hand is Moving
60.003,119,Hand is Moving
60.103,115,Hand is Moving
60.204,112,Hand is Moving
60.305,99,Hand is Moving
60.405,86,Hand is Moving
60.506,75,Hand is Moving
60.606,64,Hand is Moving
60.706,54,Hand is Moving
60.807,45,Hand is Moving
60.908,35,Hand is at Rest
61.008,29,Hand is at Rest
61.109,23,Hand is at Rest
61.209,19,Hand is at Rest
